set,filename,class,xmin,ymin,xmax,ymax
UNASSIGNED,image/152724.jpg,blazer,0.331,0.212,0.684,0.484
UNASSIGNED,image/152724.jpg,jeans,0.401,0.499,0.7140000000000001,0.826
UNASSIGNED,image/152724.jpg,shoe,0.484,0.818,0.674,0.903
UNASSIGNED,image/45767.jpg,T-shirt,0.35600000000000004,0.301,0.602,0.387
UNASSIGNED,image/45767.jpg,bag,0.24600000000000002,0.46399999999999997,0.316,0.593
UNASSIGNED,image/45767.jpg,belt,0.313,0.381,0.591,0.456
UNASSIGNED,image/45767.jpg,shoe,0.396,0.893,0.546,0.973
UNASSIGNED,image/45767.jpg,skirt,0.201,0.389,0.7120000000000001,0.795
UNASSIGNED,image/51691.jpg,T-shirt,0.439,0.299,0.504,0.33899999999999997
UNASSIGNED,image/51691.jpg,bag,0.579,0.41200000000000003,0.835,0.773
UNASSIGNED,image/51691.jpg,belt,0.38799999999999996,0.42200000000000004,0.581,0.484
UNASSIGNED,image/51691.jpg,blazer,0.271,0.195,0.7190000000000001,0.45899999999999996
UNASSIGNED,image/51691.jpg,shoe,0.406,0.861,0.596,0.992
UNASSIGNED,image/51691.jpg,skirt,0.361,0.46399999999999997,0.629,0.626
UNASSIGNED,image/51691.jpg,sunglass,0.466,0.11699999999999999,0.622,0.204
UNASSIGNED,image/43847.jpg,bag,0.175,0.551,0.41600000000000004,0.8959999999999999
UNASSIGNED,image/43847.jpg,belt,0.414,0.384,0.544,0.45399999999999996
UNASSIGNED,image/43847.jpg,blazer,0.271,0.15,0.672,0.539
UNASSIGNED,image/43847.jpg,blouse,0.371,0.14400000000000002,0.586,0.41700000000000004
UNASSIGNED,image/43847.jpg,shoe,0.391,0.846,0.732,0.975
UNASSIGNED,image/43847.jpg,shorts,0.391,0.406,0.614,0.544
UNASSIGNED,image/43847.jpg,sunglass,0.479,0.075,0.5589999999999999,0.11
UNASSIGNED,image/98155.jpg,T-shirt,0.544,0.354,0.609,0.447
UNASSIGNED,image/98155.jpg,blouse,0.419,0.204,0.7020000000000001,0.499
UNASSIGNED,image/98155.jpg,jeans,0.474,0.444,0.6920000000000001,0.818
UNASSIGNED,image/172826.jpg,T-shirt,0.529,0.27699999999999997,0.674,0.41200000000000003
UNASSIGNED,image/172826.jpg,bag,0.363,0.621,0.45899999999999996,0.815
UNASSIGNED,image/172826.jpg,blouse,0.373,0.195,0.784,0.499
UNASSIGNED,image/172826.jpg,scarf,0.5710000000000001,0.2,0.7120000000000001,0.306
UNASSIGNED,image/172826.jpg,shoe,0.586,0.861,0.649,0.9129999999999999
UNASSIGNED,image/102284.jpg,blouse,0.41600000000000004,0.192,0.797,0.462
UNASSIGNED,image/102284.jpg,shoe,0.331,0.706,0.612,0.9620000000000001
UNASSIGNED,image/102284.jpg,shorts,0.348,0.43700000000000006,0.622,0.606
UNASSIGNED,image/114166.jpg,T-shirt,0.363,0.2,0.657,0.461
UNASSIGNED,image/114166.jpg,bag,0.24100000000000002,0.187,0.419,0.529
UNASSIGNED,image/114166.jpg,shoe,0.39299999999999996,0.9079999999999999,0.612,0.975
UNASSIGNED,image/114166.jpg,shorts,0.331,0.452,0.682,0.603
UNASSIGNED,image/84008.jpg,T-shirt,0.38299999999999995,0.185,0.6920000000000001,0.436
UNASSIGNED,image/84008.jpg,shoe,0.439,0.821,0.574,0.9129999999999999
UNASSIGNED,image/84008.jpg,shorts,0.401,0.42100000000000004,0.647,0.579
UNASSIGNED,image/15212.jpg,bag,0.17300000000000001,0.608,0.469,0.8759999999999999
UNASSIGNED,image/15212.jpg,hat,0.38799999999999996,0.063,0.614,0.174
UNASSIGNED,image/15212.jpg,shoe,0.426,0.87,0.602,1.0
UNASSIGNED,image/15212.jpg,skirt,0.373,0.511,0.664,0.715
UNASSIGNED,image/15212.jpg,sweater,0.281,0.21899999999999997,0.742,0.604
UNASSIGNED,image/73048.jpg,dress,0.47600000000000003,0.185,0.87,0.598
UNASSIGNED,image/73048.jpg,shoe,0.7170000000000001,0.902,0.764,0.9520000000000001
UNASSIGNED,image/27261.jpg,T-shirt,0.474,0.22,0.617,0.392
UNASSIGNED,image/27261.jpg,belt,0.461,0.35700000000000004,0.617,0.442
UNASSIGNED,image/27261.jpg,blazer,0.331,0.105,0.769,0.48100000000000004
UNASSIGNED,image/27261.jpg,shoe,0.45899999999999996,0.868,0.674,0.98
UNASSIGNED,image/27261.jpg,skirt,0.391,0.406,0.7490000000000001,0.74
UNASSIGNED,image/27261.jpg,stocking,0.451,0.633,0.629,0.932
UNASSIGNED,image/60893.jpg,T-shirt,0.469,0.27399999999999997,0.604,0.41200000000000003
UNASSIGNED,image/60893.jpg,bag,0.5760000000000001,0.42100000000000004,0.872,0.5710000000000001
UNASSIGNED,image/60893.jpg,belt,0.511,0.409,0.594,0.436
UNASSIGNED,image/60893.jpg,blazer,0.41100000000000003,0.247,0.7390000000000001,0.474
UNASSIGNED,image/60893.jpg,shoe,0.47600000000000003,0.7809999999999999,0.622,0.878
UNASSIGNED,image/60893.jpg,skirt,0.45899999999999996,0.42100000000000004,0.624,0.568
UNASSIGNED,image/60893.jpg,stocking,0.491,0.551,0.662,0.7909999999999999
UNASSIGNED,image/188274.jpg,T-shirt,0.466,0.262,0.6890000000000001,0.45899999999999996
UNASSIGNED,image/188274.jpg,bag,0.306,0.581,0.511,0.738
UNASSIGNED,image/188274.jpg,coat,0.35100000000000003,0.19899999999999998,0.7240000000000001,0.593
UNASSIGNED,image/188274.jpg,hat,0.401,0.078,0.551,0.129
UNASSIGNED,image/188274.jpg,shoe,0.42100000000000004,0.821,0.591,0.963
UNASSIGNED,image/188274.jpg,shorts,0.47100000000000003,0.434,0.667,0.544
UNASSIGNED,image/186066.jpg,bag,0.521,0.5529999999999999,0.769,0.8009999999999999
UNASSIGNED,image/186066.jpg,belt,0.35100000000000003,0.331,0.569,0.45899999999999996
UNASSIGNED,image/186066.jpg,dress,0.29600000000000004,0.152,0.7070000000000001,0.674
UNASSIGNED,image/186066.jpg,shoe,0.441,0.821,0.529,0.98
UNASSIGNED,image/186066.jpg,sunglass,0.426,0.06,0.5489999999999999,0.122
UNASSIGNED,image/187484.jpg,jeans,0.431,0.41600000000000004,0.667,0.86
UNASSIGNED,image/187484.jpg,shoe,0.496,0.902,0.569,0.935
UNASSIGNED,image/185911.jpg,bag,0.521,0.37200000000000005,0.6970000000000001,0.5589999999999999
UNASSIGNED,image/185911.jpg,belt,0.251,0.337,0.479,0.409
UNASSIGNED,image/185911.jpg,dress,0.23800000000000002,0.204,0.627,0.698
UNASSIGNED,image/185911.jpg,shoe,0.449,0.858,0.589,0.978
UNASSIGNED,image/105231.jpg,shoe,0.361,0.838,0.504,0.95
UNASSIGNED,image/105231.jpg,skirt,0.188,0.387,0.569,0.568
UNASSIGNED,image/105231.jpg,stocking,0.281,0.5589999999999999,0.506,0.871
UNASSIGNED,image/35780.jpg,belt,0.451,0.34600000000000003,0.607,0.379
UNASSIGNED,image/35780.jpg,dress,0.326,0.14,0.7040000000000001,0.711
UNASSIGNED,image/179554.jpg,blouse,0.391,0.095,0.722,0.46399999999999997
UNASSIGNED,image/179554.jpg,shoe,0.348,0.883,0.521,0.955
UNASSIGNED,image/179554.jpg,shorts,0.313,0.444,0.7040000000000001,0.5529999999999999
UNASSIGNED,image/10280.jpg,T-shirt,0.506,0.27399999999999997,0.622,0.35600000000000004
UNASSIGNED,image/10280.jpg,bag,0.263,0.486,0.396,0.6829999999999999
UNASSIGNED,image/10280.jpg,blouse,0.311,0.22,0.789,0.419
UNASSIGNED,image/10280.jpg,legging,0.361,0.366,0.639,0.826
UNASSIGNED,image/10280.jpg,shoe,0.45399999999999996,0.902,0.574,0.965
UNASSIGNED,image/116718.jpg,bag,0.276,0.508,0.409,0.6809999999999999
UNASSIGNED,image/116718.jpg,dress,0.32299999999999995,0.174,0.629,0.569
UNASSIGNED,image/116718.jpg,shoe,0.401,0.848,0.509,0.987
UNASSIGNED,image/180624.jpg,T-shirt,0.414,0.192,0.6990000000000001,0.386
UNASSIGNED,image/180624.jpg,bag,0.263,0.441,0.506,0.5760000000000001
UNASSIGNED,image/180624.jpg,shoe,0.41100000000000003,0.83,0.624,0.917
UNASSIGNED,image/180624.jpg,shorts,0.35600000000000004,0.361,0.627,0.514
UNASSIGNED,image/125998.jpg,T-shirt,0.451,0.461,0.5710000000000001,0.5539999999999999
UNASSIGNED,image/125998.jpg,skirt,0.401,0.5479999999999999,0.624,0.716
UNASSIGNED,image/125998.jpg,socks,0.484,0.8059999999999999,0.5489999999999999,0.86
UNASSIGNED,image/4328.jpg,T-shirt,0.386,0.272,0.569,0.45899999999999996
UNASSIGNED,image/4328.jpg,bag,0.281,0.541,0.41100000000000003,0.628
UNASSIGNED,image/4328.jpg,belt,0.451,0.45399999999999996,0.551,0.499
UNASSIGNED,image/4328.jpg,coat,0.316,0.204,0.7090000000000001,0.496
UNASSIGNED,image/4328.jpg,shoe,0.426,0.938,0.581,1.0
UNASSIGNED,image/4328.jpg,shorts,0.366,0.42100000000000004,0.599,0.5579999999999999
UNASSIGNED,image/172220.jpg,blouse,0.35100000000000003,0.16699999999999998,0.737,0.508
UNASSIGNED,image/172220.jpg,shoe,0.451,0.885,0.644,0.978
UNASSIGNED,image/172220.jpg,shorts,0.366,0.491,0.662,0.564
UNASSIGNED,image/187407.jpg,belt,0.391,0.336,0.5710000000000001,0.377
UNASSIGNED,image/187407.jpg,dress,0.281,0.204,0.6890000000000001,0.833
UNASSIGNED,image/187407.jpg,shoe,0.414,0.858,0.669,0.96
UNASSIGNED,image/75388.jpg,blouse,0.298,0.22699999999999998,0.431,0.361
UNASSIGNED,image/75388.jpg,shoe,0.273,0.738,0.429,0.7859999999999999
UNASSIGNED,image/75388.jpg,skirt,0.188,0.342,0.509,0.5710000000000001
UNASSIGNED,image/75388.jpg,sweater,0.193,0.22,0.509,0.49700000000000005
UNASSIGNED,image/194467.jpg,jeans,0.35600000000000004,0.452,0.81,0.866
UNASSIGNED,image/194467.jpg,shoe,0.363,0.8859999999999999,0.8270000000000001,0.99
UNASSIGNED,image/41322.jpg,blouse,0.363,0.18,0.674,0.391
UNASSIGNED,image/41322.jpg,shoe,0.233,0.823,0.529,0.958
UNASSIGNED,image/145970.jpg,bag,0.316,0.42700000000000005,0.564,0.5529999999999999
UNASSIGNED,image/145970.jpg,belt,0.5589999999999999,0.431,0.624,0.47700000000000004
UNASSIGNED,image/145970.jpg,blouse,0.353,0.215,0.7120000000000001,0.499
UNASSIGNED,image/145970.jpg,legging,0.39799999999999996,0.461,0.7120000000000001,0.85
UNASSIGNED,image/145970.jpg,shoe,0.441,0.922,0.7070000000000001,0.955
UNASSIGNED,image/51153.jpg,bag,0.664,0.42100000000000004,0.759,0.654
UNASSIGNED,image/51153.jpg,coat,0.348,0.22,0.862,0.624
UNASSIGNED,image/51153.jpg,legging,0.46399999999999997,0.461,0.677,0.871
UNASSIGNED,image/51153.jpg,shoe,0.486,0.858,0.637,0.995
UNASSIGNED,image/94801.jpg,coat,0.451,0.114,0.852,0.479
UNASSIGNED,image/94801.jpg,scarf,0.551,0.154,0.7440000000000001,0.628
UNASSIGNED,image/94801.jpg,shoe,0.581,0.831,0.732,0.968
UNASSIGNED,image/94801.jpg,skirt,0.439,0.442,0.797,0.611
UNASSIGNED,image/94801.jpg,stocking,0.521,0.584,0.7290000000000001,0.885
UNASSIGNED,image/44187.jpg,bag,0.546,0.43700000000000006,0.782,0.579
UNASSIGNED,image/44187.jpg,blazer,0.35600000000000004,0.26,0.679,0.539
UNASSIGNED,image/44187.jpg,pants,0.406,0.42700000000000005,0.644,0.871
UNASSIGNED,image/44187.jpg,scarf,0.45899999999999996,0.301,0.516,0.361
UNASSIGNED,image/44187.jpg,shoe,0.451,0.866,0.602,0.915
UNASSIGNED,image/44187.jpg,sunglass,0.38299999999999995,0.584,0.434,0.659
UNASSIGNED,image/128119.jpg,T-shirt,0.39799999999999996,0.18,0.604,0.436
UNASSIGNED,image/128119.jpg,shoe,0.434,0.863,0.5660000000000001,0.9520000000000001
UNASSIGNED,image/41357.jpg,bag,0.609,0.449,0.6990000000000001,0.574
UNASSIGNED,image/41357.jpg,scarf,0.39799999999999996,0.22,0.642,0.309
UNASSIGNED,image/41357.jpg,shoe,0.469,0.778,0.564,0.9329999999999999
UNASSIGNED,image/41357.jpg,skirt,0.38799999999999996,0.48100000000000004,0.634,0.579
UNASSIGNED,image/41357.jpg,sweater,0.326,0.26,0.7170000000000001,0.491
UNASSIGNED,image/79027.jpg,T-shirt,0.391,0.27699999999999997,0.607,0.379
UNASSIGNED,image/79027.jpg,belt,0.38299999999999995,0.324,0.569,0.387
UNASSIGNED,image/79027.jpg,shoe,0.368,0.875,0.5589999999999999,0.94
UNASSIGNED,image/79027.jpg,skirt,0.303,0.342,0.629,0.579
UNASSIGNED,image/79027.jpg,stocking,0.363,0.6609999999999999,0.5760000000000001,0.9
UNASSIGNED,image/85752.jpg,T-shirt,0.308,0.331,0.609,0.491
UNASSIGNED,image/85752.jpg,blazer,0.306,0.127,0.81,0.41200000000000003
UNASSIGNED,image/85752.jpg,legging,0.298,0.45899999999999996,0.614,0.763
UNASSIGNED,image/85752.jpg,scarf,0.456,0.155,0.672,0.556
UNASSIGNED,image/85752.jpg,shoe,0.363,0.745,0.569,0.987
UNASSIGNED,image/179197.jpg,T-shirt,0.313,0.272,0.867,0.514
UNASSIGNED,image/179197.jpg,legging,0.531,0.494,0.9620000000000001,0.93
UNASSIGNED,image/179197.jpg,shoe,0.541,0.406,0.995,0.997
UNASSIGNED,image/110739.jpg,T-shirt,0.248,0.22899999999999998,0.516,0.504
UNASSIGNED,image/110739.jpg,shoe,0.34600000000000003,0.6659999999999999,0.509,0.982
UNASSIGNED,image/110739.jpg,shorts,0.24600000000000002,0.461,0.509,0.583
UNASSIGNED,image/110739.jpg,sunglass,0.313,0.13,0.37799999999999995,0.175
UNASSIGNED,image/114288.jpg,T-shirt,0.396,0.195,0.589,0.40700000000000003
UNASSIGNED,image/114288.jpg,blazer,0.373,0.14,0.7490000000000001,0.486
UNASSIGNED,image/114288.jpg,shoe,0.391,0.885,0.617,1.0
UNASSIGNED,image/8407.jpg,T-shirt,0.301,0.237,0.657,0.419
UNASSIGNED,image/8407.jpg,hat,0.371,0.067,0.569,0.21
UNASSIGNED,image/8407.jpg,skirt,0.258,0.381,0.664,0.7559999999999999
UNASSIGNED,image/33081.jpg,blazer,0.366,0.19,0.777,0.523
UNASSIGNED,image/33081.jpg,blouse,0.439,0.244,0.644,0.494
UNASSIGNED,image/33081.jpg,hat,0.361,0.107,0.569,0.179
UNASSIGNED,image/33081.jpg,jeans,0.409,0.462,0.674,0.856
UNASSIGNED,image/33081.jpg,shoe,0.47600000000000003,0.861,0.604,0.94
UNASSIGNED,image/12315.jpg,T-shirt,0.426,0.26,0.5589999999999999,0.456
UNASSIGNED,image/12315.jpg,bag,0.311,0.5529999999999999,0.373,0.601
UNASSIGNED,image/12315.jpg,blazer,0.271,0.235,0.7240000000000001,0.574
UNASSIGNED,image/12315.jpg,hat,0.479,0.06,0.684,0.15
UNASSIGNED,image/12315.jpg,pants,0.371,0.45399999999999996,0.617,0.94
UNASSIGNED,image/12315.jpg,shoe,0.366,0.9179999999999999,0.5660000000000001,0.988
UNASSIGNED,image/12315.jpg,sunglass,0.46399999999999997,0.157,0.539,0.21899999999999997
UNASSIGNED,image/38472.jpg,T-shirt,0.396,0.23,0.672,0.389
UNASSIGNED,image/38472.jpg,shoe,0.47100000000000003,0.838,0.622,0.93
UNASSIGNED,image/38472.jpg,skirt,0.33299999999999996,0.387,0.652,0.6990000000000001
UNASSIGNED,image/135831.jpg,blouse,0.29600000000000004,0.152,0.81,0.446
UNASSIGNED,image/135831.jpg,shoe,0.261,0.925,0.48100000000000004,0.973
UNASSIGNED,image/135831.jpg,shorts,0.361,0.42100000000000004,0.659,0.5329999999999999
UNASSIGNED,image/183227.jpg,bag,0.10800000000000001,0.381,0.436,0.6409999999999999
UNASSIGNED,image/183227.jpg,blouse,0.303,0.22,0.6920000000000001,0.45899999999999996
UNASSIGNED,image/183227.jpg,shoe,0.348,0.9420000000000001,0.511,1.0
UNASSIGNED,image/183227.jpg,shorts,0.35600000000000004,0.424,0.564,0.6459999999999999
UNASSIGNED,image/105948.jpg,T-shirt,0.115,0.159,0.47100000000000003,0.389
UNASSIGNED,image/105948.jpg,shoe,0.276,0.9129999999999999,0.414,0.973
UNASSIGNED,image/105948.jpg,skirt,0.09,0.35600000000000004,0.48100000000000004,0.606
UNASSIGNED,image/12260.jpg,bag,0.5489999999999999,0.5539999999999999,0.679,0.6609999999999999
UNASSIGNED,image/12260.jpg,blouse,0.391,0.267,0.509,0.43700000000000006
UNASSIGNED,image/12260.jpg,coat,0.281,0.20199999999999999,0.667,0.539
UNASSIGNED,image/12260.jpg,hat,0.451,0.06,0.627,0.134
UNASSIGNED,image/12260.jpg,shoe,0.451,0.7929999999999999,0.609,0.958
UNASSIGNED,image/12260.jpg,shorts,0.331,0.43200000000000005,0.569,0.598
UNASSIGNED,image/112233.jpg,T-shirt,0.391,0.185,0.561,0.397
UNASSIGNED,image/112233.jpg,bag,0.21100000000000002,0.551,0.469,0.775
UNASSIGNED,image/112233.jpg,blazer,0.326,0.18,0.674,0.579
UNASSIGNED,image/112233.jpg,legging,0.341,0.381,0.629,0.8809999999999999
UNASSIGNED,image/112233.jpg,shoe,0.451,0.9420000000000001,0.541,1.0
UNASSIGNED,image/192306.jpg,bag,0.231,0.591,0.33299999999999996,0.72
UNASSIGNED,image/192306.jpg,belt,0.29100000000000004,0.322,0.639,0.648
UNASSIGNED,image/192306.jpg,dress,0.271,0.204,0.596,0.594
UNASSIGNED,image/192306.jpg,shoe,0.316,0.8809999999999999,0.5539999999999999,0.94
UNASSIGNED,image/107115.jpg,T-shirt,0.396,0.22,0.669,0.5429999999999999
UNASSIGNED,image/107115.jpg,blazer,0.298,0.182,0.7170000000000001,0.556
UNASSIGNED,image/107115.jpg,shoe,0.371,0.838,0.602,1.0
UNASSIGNED,image/107115.jpg,shorts,0.373,0.461,0.687,0.589
UNASSIGNED,image/6125.jpg,blouse,0.32299999999999995,0.301,0.637,0.5429999999999999
UNASSIGNED,image/6125.jpg,legging,0.366,0.541,0.564,0.86
UNASSIGNED,image/6125.jpg,shoe,0.449,0.88,0.509,0.922
UNASSIGNED,image/6125.jpg,sunglass,0.456,0.239,0.534,0.26899999999999996
UNASSIGNED,image/16117.jpg,T-shirt,0.441,0.247,0.629,0.456
UNASSIGNED,image/16117.jpg,bag,0.672,0.518,0.7340000000000001,0.5760000000000001
UNASSIGNED,image/16117.jpg,blazer,0.331,0.185,0.7340000000000001,0.5329999999999999
UNASSIGNED,image/16117.jpg,shoe,0.499,0.885,0.604,0.987
UNASSIGNED,image/16117.jpg,shorts,0.396,0.441,0.687,0.539
UNASSIGNED,image/16117.jpg,sunglass,0.526,0.114,0.629,0.149
UNASSIGNED,image/190520.jpg,T-shirt,0.45399999999999996,0.179,0.777,0.41600000000000004
UNASSIGNED,image/190520.jpg,bag,0.654,0.27899999999999997,0.764,0.39899999999999997
UNASSIGNED,image/190520.jpg,shoe,0.499,0.858,0.7290000000000001,1.0
UNASSIGNED,image/190520.jpg,skirt,0.449,0.386,0.7490000000000001,0.5579999999999999
UNASSIGNED,image/147072.jpg,bag,0.5489999999999999,0.249,0.772,0.619
UNASSIGNED,image/147072.jpg,shoe,0.38299999999999995,0.821,0.564,0.977
UNASSIGNED,image/147072.jpg,sweater,0.301,0.127,0.7240000000000001,0.579
UNASSIGNED,image/22264.jpg,bag,0.23600000000000002,0.581,0.45899999999999996,0.83
UNASSIGNED,image/22264.jpg,belt,0.511,0.42100000000000004,0.596,0.452
UNASSIGNED,image/22264.jpg,shoe,0.414,0.825,0.607,0.963
UNASSIGNED,image/22264.jpg,shorts,0.371,0.424,0.664,0.568
UNASSIGNED,image/22264.jpg,sweater,0.298,0.22899999999999998,0.6970000000000001,0.5710000000000001
UNASSIGNED,image/171839.jpg,T-shirt,0.326,0.207,0.657,0.402
UNASSIGNED,image/171839.jpg,belt,0.34600000000000003,0.361,0.524,0.41700000000000004
UNASSIGNED,image/171839.jpg,shoe,0.348,0.902,0.509,0.973
UNASSIGNED,image/171839.jpg,skirt,0.253,0.381,0.624,0.6579999999999999
UNASSIGNED,image/102554.jpg,T-shirt,0.341,0.19,0.629,0.474
UNASSIGNED,image/102554.jpg,bag,0.484,0.43200000000000005,0.609,0.526
UNASSIGNED,image/102554.jpg,shoe,0.331,0.813,0.747,0.94
UNASSIGNED,image/102554.jpg,skirt,0.306,0.447,0.599,0.629
UNASSIGNED,image/92930.jpg,belt,0.15,0.35200000000000004,0.366,0.419
UNASSIGNED,image/92930.jpg,dress,0.063,0.247,0.42100000000000004,0.644
UNASSIGNED,image/92930.jpg,shoe,0.21100000000000002,0.861,0.281,0.93
UNASSIGNED,image/92930.jpg,stocking,0.188,0.701,0.386,0.89
UNASSIGNED,image/67299.jpg,shoe,0.47100000000000003,0.861,0.581,0.98
UNASSIGNED,image/185428.jpg,bag,0.21100000000000002,0.301,0.41100000000000003,0.633
UNASSIGNED,image/185428.jpg,blouse,0.366,0.182,0.584,0.379
UNASSIGNED,image/191664.jpg,T-shirt,0.341,0.264,0.634,0.486
UNASSIGNED,image/191664.jpg,bag,0.629,0.42100000000000004,0.6920000000000001,0.539
UNASSIGNED,image/191664.jpg,coat,0.271,0.159,0.7190000000000001,0.406
UNASSIGNED,image/191664.jpg,jeans,0.33299999999999996,0.47600000000000003,0.632,0.885
UNASSIGNED,image/191664.jpg,scarf,0.348,0.105,0.569,0.322
UNASSIGNED,image/191664.jpg,shoe,0.363,0.873,0.534,0.973
UNASSIGNED,image/139241.jpg,bag,0.316,0.42100000000000004,0.414,0.5579999999999999
UNASSIGNED,image/139241.jpg,dress,0.368,0.247,0.664,0.581
UNASSIGNED,image/139241.jpg,shoe,0.46399999999999997,0.7809999999999999,0.614,0.875
UNASSIGNED,image/139241.jpg,stocking,0.449,0.581,0.586,0.78
UNASSIGNED,image/139241.jpg,sunglass,0.669,0.134,0.7390000000000001,0.179
UNASSIGNED,image/10466.jpg,bag,0.21100000000000002,0.541,0.38799999999999996,0.85
UNASSIGNED,image/10466.jpg,belt,0.368,0.326,0.569,0.366
UNASSIGNED,image/10466.jpg,blouse,0.341,0.174,0.632,0.349
UNASSIGNED,image/10466.jpg,hat,0.39299999999999996,0.02,0.634,0.139
UNASSIGNED,image/10466.jpg,shoe,0.39299999999999996,0.878,0.509,0.972
UNASSIGNED,image/10466.jpg,skirt,0.271,0.349,0.6990000000000001,0.7609999999999999
UNASSIGNED,image/187375.jpg,T-shirt,0.331,0.27,0.596,0.447
UNASSIGNED,image/187375.jpg,belt,0.451,0.406,0.594,0.48700000000000004
UNASSIGNED,image/187375.jpg,coat,0.21100000000000002,0.209,0.637,0.447
UNASSIGNED,image/187375.jpg,legging,0.28600000000000003,0.429,0.654,0.893
UNASSIGNED,image/187375.jpg,shoe,0.391,0.846,0.5710000000000001,0.97
UNASSIGNED,image/1200.jpg,T-shirt,0.278,0.192,0.6920000000000001,0.386
UNASSIGNED,image/1200.jpg,bag,0.175,0.606,0.371,0.866
UNASSIGNED,image/1200.jpg,belt,0.348,0.374,0.5489999999999999,0.426
UNASSIGNED,image/1200.jpg,shoe,0.373,0.902,0.509,0.972
UNASSIGNED,image/1200.jpg,skirt,0.271,0.402,0.629,0.7659999999999999
UNASSIGNED,image/147381.jpg,T-shirt,0.45399999999999996,0.272,0.5589999999999999,0.392
UNASSIGNED,image/147381.jpg,shoe,0.35600000000000004,0.7959999999999999,0.5539999999999999,0.943
UNASSIGNED,image/83301.jpg,bag,0.484,0.508,0.792,0.743
UNASSIGNED,image/83301.jpg,blouse,0.38799999999999996,0.172,0.6940000000000001,0.518
UNASSIGNED,image/83301.jpg,legging,0.391,0.546,0.607,0.855
UNASSIGNED,image/83301.jpg,skirt,0.37799999999999995,0.452,0.591,0.579
UNASSIGNED,image/188841.jpg,T-shirt,0.37799999999999995,0.2,0.544,0.401
UNASSIGNED,image/188841.jpg,coat,0.271,0.23199999999999998,0.7390000000000001,0.591
UNASSIGNED,image/188841.jpg,shoe,0.373,0.8909999999999999,0.544,0.965
UNASSIGNED,image/188841.jpg,shorts,0.391,0.392,0.569,0.563
UNASSIGNED,image/45325.jpg,blazer,0.326,0.155,0.7140000000000001,0.486
UNASSIGNED,image/45325.jpg,shoe,0.486,0.843,0.7140000000000001,0.97
UNASSIGNED,image/45325.jpg,skirt,0.316,0.359,0.6990000000000001,0.563
UNASSIGNED,image/45325.jpg,socks,0.506,0.823,0.6990000000000001,0.96
UNASSIGNED,image/108037.jpg,T-shirt,0.409,0.23399999999999999,0.584,0.419
UNASSIGNED,image/108037.jpg,bag,0.506,0.588,0.659,0.953
UNASSIGNED,image/108037.jpg,belt,0.358,0.39399999999999996,0.569,0.45399999999999996
UNASSIGNED,image/108037.jpg,coat,0.293,0.23199999999999998,0.619,0.452
UNASSIGNED,image/108037.jpg,shoe,0.426,0.84,0.531,0.955
UNASSIGNED,image/108037.jpg,shorts,0.33799999999999997,0.434,0.632,0.539
UNASSIGNED,image/71823.jpg,bag,0.261,0.603,0.534,0.7509999999999999
UNASSIGNED,image/71823.jpg,shoe,0.113,0.925,0.20800000000000002,0.98
UNASSIGNED,image/71823.jpg,shorts,0.135,0.461,0.406,0.579
UNASSIGNED,image/181416.jpg,dress,0.17300000000000001,0.22,0.802,0.6779999999999999
UNASSIGNED,image/181416.jpg,shoe,0.41100000000000003,0.841,0.807,0.98
UNASSIGNED,image/152933.jpg,blouse,0.358,0.172,0.647,0.653
UNASSIGNED,image/152933.jpg,pants,0.326,0.424,0.7020000000000001,0.898
UNASSIGNED,image/152933.jpg,shoe,0.439,0.902,0.569,0.963
UNASSIGNED,image/44712.jpg,blouse,0.313,0.16899999999999998,0.8320000000000001,0.36700000000000005
UNASSIGNED,image/44712.jpg,hat,0.484,0.022000000000000002,0.679,0.098
UNASSIGNED,image/11881.jpg,bag,0.654,0.431,0.825,0.579
UNASSIGNED,image/11881.jpg,pants,0.35600000000000004,0.41100000000000003,0.674,0.885
UNASSIGNED,image/11881.jpg,shoe,0.431,0.88,0.586,0.98
UNASSIGNED,image/11881.jpg,sunglass,0.363,0.087,0.469,0.134
UNASSIGNED,image/11881.jpg,sweater,0.193,0.19,0.6890000000000001,0.444
UNASSIGNED,image/186297.jpg,bag,0.226,0.377,0.509,0.5660000000000001
UNASSIGNED,image/186297.jpg,dress,0.32299999999999995,0.152,0.629,0.601
UNASSIGNED,image/186297.jpg,shoe,0.39799999999999996,0.868,0.584,0.98
UNASSIGNED,image/186297.jpg,stocking,0.366,0.621,0.569,0.885
UNASSIGNED,image/30833.jpg,blouse,0.449,0.14,0.7040000000000001,0.369
UNASSIGNED,image/30833.jpg,hat,0.426,0.0,0.654,0.134
UNASSIGNED,image/30833.jpg,shoe,0.37799999999999995,0.902,0.564,1.0
UNASSIGNED,image/30833.jpg,skirt,0.361,0.349,0.6890000000000001,0.972
UNASSIGNED,image/184475.jpg,bag,0.348,0.541,0.509,0.706
UNASSIGNED,image/184475.jpg,dress,0.316,0.16899999999999998,0.772,0.584
UNASSIGNED,image/184475.jpg,hat,0.484,0.02,0.6990000000000001,0.098
UNASSIGNED,image/184475.jpg,shoe,0.486,0.885,0.614,0.955
UNASSIGNED,image/184475.jpg,socks,0.494,0.6759999999999999,0.511,0.82
UNASSIGNED,image/184475.jpg,stocking,0.449,0.636,0.647,0.92
UNASSIGNED,image/102944.jpg,bag,0.15,0.377,0.441,0.564
